,colony_id,cre.umol.mgprot,timepoint,Host_AFDW.mg.cm2,Sym_AFDW.mg.cm2,Host_DW.mg.cm2,Sym_DW.mg.cm2,chla.ug.cm2,chlc2.ug.cm2,prot_ug.cm2,surface.area.cm2,cells.cm2,Am,AQY,Rd,month,colony_id_corr,site,species,nutrient,site_code,mgprot,mgafdw,cells,cells.mgprot,cells.mgAFDW,chla.ug.mgprot,chla.ug.mgAFDW,chlc2.ug.mgprot,chlc2.ug.mgAFDW,prot_mg.cm2,prot_mg.mgafdw,cre.umol.mgafdw,cre.umol.cm2,chla.ug.cell,chlc2.ug.cell,Ratio_AFDW.mg.cm2,Total_Chl,Total_Chl_cell
11,ACR-173,0.25929686,timepoint2,1.649710387,0.562401268,262.3024811,324.8878175,1.430730079,0.352081941,545.8083388,NA,959206.6072,1.193833912,0.002339737,0.414355038,Mar-20,ACR-173,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545808339,NA,NA,NA,NA,NA,0.254237288,NA,NA
12,ACR-173,0.2158762,timepoint3,0.235241222,0.655961099,184.6945182,239.3582447,1.224570799,1.386923433,542.223552,NA,179145.2381,0.577729275,0.001521214,0.277130009,Sep-20,ACR-173,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542223552,NA,NA,NA,NA,NA,0.736040609,NA,NA
13,ACR-173,0.680334309,timepoint4,1.019940311,0.799953185,205.1279954,253.1408998,0.811712497,0.212702552,325.8581477,NA,279983.6147,0.622963843,0.002293378,0.148512276,Nov-20,ACR-173,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325858148,NA,NA,NA,NA,NA,0.43956044,NA,NA
14,ACR-178,0.112767013,timepoint2,1.073072319,0.701434888,69.38715896,93.92753532,1.112783378,0.288474327,416.636022,NA,520948.7176,0.950537663,0.00213285,0.503555571,Mar-20,ACR-178,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416636022,NA,NA,NA,NA,NA,0.395284327,NA,NA
15,ACR-178,0.264076453,timepoint3,0.72025554,0.418753221,170.7147362,209.9995864,0.773437199,0.238500897,479.0196645,NA,292661.9733,0.694875654,0.001571407,0.308580902,Sep-20,ACR-178,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479019665,NA,NA,NA,NA,NA,0.367647059,NA,NA
16,ACR-178,2.420307845,timepoint4,0.715530011,0.759210622,69.2800493,90.37466443,1.224248968,0.416519588,240.8430451,NA,277337.2136,0.952835963,0.002499711,0.361786429,Nov-20,ACR-178,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240843045,NA,NA,NA,NA,NA,0.514809591,NA,NA
17,ACR-178,NA,timepoint1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-20,ACR-178,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,ACR-180,0.118145705,timepoint1,1.627113382,1.179657202,315.5753861,390.3021953,2.029559538,1.794380637,474.27946,15.36463303,698302.8262,0.999595572,0.002729453,0.434660122,Jan-20,ACR-180,Manava,Acropora,High,Manava High,7.287129855,25,10729166.67,1472344.652,429166.6667,4.279248225,1.2473375,3.783382559,1.1028,0.47427946,0.291485194,0.034437724,0.056034081,2.91E-06,2.57E-06,0.420289855,2.3501375,5.48E-06
19,ACR-180,NA,timepoint4,0.505304027,0.503330183,56.95263267,76.41078541,0.561680955,0.299250519,210.0035548,NA,214820.0063,0.815681236,0.002436507,0.348568543,Nov-20,ACR-180,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210003555,NA,NA,NA,NA,NA,0.499021526,NA,NA
20,ACR-180,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-180,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,ACR-180,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-180,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,ACR-185,0.131664846,timepoint1,2.317888848,0.740436715,235.8258745,297.6426824,3.040757897,3.768925898,421.5400967,15.53137461,1161806.015,1.062039664,0.002182551,0.342764993,Jan-20,ACR-185,Manava,Acropora,High,Manava High,6.547097155,36,18044444.44,2756098.469,501234.5679,7.213448782,1.311865278,8.940847923,1.626016667,0.421540097,0.18186381,0.023945071,0.055502012,2.62E-06,3.24E-06,0.242105263,2.937881944,5.86E-06
23,ACR-185,0.131664846,timepoint1,2.317888848,0.740436715,235.8258745,297.6426824,2.410971401,1.519395455,421.5400967,15.53137461,1161806.015,1.062039664,0.002182551,0.342764993,Jan-20,ACR-185,Manava,Acropora,High,Manava High,6.547097155,36,18044444.44,2756098.469,501234.5679,5.719435517,1.040158333,3.604391296,0.655508333,0.421540097,0.18186381,0.023945071,0.055502012,2.08E-06,1.31E-06,0.242105263,1.695666667,3.38E-06
24,ACR-185,NA,timepoint4,1.374256407,0.702744754,93.48340853,120.2488055,0.822802188,0.291529757,265.9464977,NA,278495.1431,0.863054638,0.002321828,0.366505682,Nov-20,ACR-185,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265946498,NA,NA,NA,NA,NA,0.338345865,NA,NA
25,ACR-185,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-185,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,ACR-185,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-185,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,ACR-187,0.080479846,timepoint1,0.830154409,0.743679992,133.5912147,167.5770444,0.897692659,0.286859856,388.4007829,36.1378554,364729.877,0.970064732,0.002189791,0.457409418,Jan-20,ACR-187,Manava,Acropora,High,Manava High,14.03597133,30,13180555.56,939055.463,439351.8519,2.311253474,1.08135625,0.738566627,0.34555,0.388400783,0.467865711,0.037653761,0.031258435,2.46E-06,7.86E-07,0.472527473,1.42690625,3.25E-06
28,ACR-187,NA,timepoint4,1.103404135,0.646823114,67.00761329,84.18620244,1.644909227,0.531289091,270.9058649,NA,257778.035,0.912566741,0.002648857,0.16686225,Nov-20,ACR-187,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270905865,NA,NA,NA,NA,NA,0.369565217,NA,NA
29,ACR-187,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-187,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,ACR-187,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-187,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,ACR-193,0.107085858,timepoint1,1.100732404,0.887687423,168.1686836,213.4185499,2.277805927,2.474783766,393.4923015,27.03654392,543955.1264,1.16375881,0.002585071,0.480226248,Jan-20,ACR-193,Manava,Acropora,High,Manava High,10.63867189,29.76,14706666.67,1382378.065,494175.6272,5.788692481,2.069354839,6.289281281,2.248306452,0.393492302,0.357482254,0.038281294,0.042137461,4.19E-06,4.55E-06,0.446428571,4.31766129,8.74E-06
32,ACR-193,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-193,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,ACR-193,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-193,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,ACR-193,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-193,Manava,Acropora,High,Manava High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,ACR-225,0.379641239,timepoint1,2.01885988,0.613842531,273.6009835,343.4153407,1.084492651,0.765031946,551.6132732,21.992611,1000335.976,1.115013671,0.002031283,0.441029386,Jan-20,ACR-225,Mahana,Acropora,Low,Mahana Low,12.13141614,44.4,2.20E+07,1813473.361,495495.4955,1.966037989,0.537180743,1.386899089,0.378942568,0.551613273,0.273230093,0.103729411,0.209415147,1.08E-06,7.65E-07,0.233160622,0.916123311,1.85E-06
36,ACR-225,-0.033691492,timepoint2,0.99245439,0.405083425,182.2723504,233.1558921,0.950285206,0.623970253,361.7550794,NA,351072.3013,0.887878675,0.001430368,0.465389369,Mar-20,ACR-225,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361755079,NA,NA,NA,NA,NA,0.289855072,NA,NA
37,ACR-225,0.514120076,timepoint3,0.883004215,0.948842248,95.41092912,138.9957073,0.764960494,0.350587529,349.6196232,NA,274970.6108,0.612816604,0.000768427,0.235973606,Sep-20,ACR-225,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349619623,NA,NA,NA,NA,NA,0.517970402,NA,NA
38,ACR-225,0.703251588,timepoint4,1.114715061,0.734356206,95.64255221,184.823523,1.1117927,0.679697508,306.5033841,NA,248237.5037,1.470723601,0.00096151,0.333667665,Nov-20,ACR-225,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306503384,NA,NA,NA,NA,NA,0.397148676,NA,NA
39,ACR-228,0.057067016,timepoint1,0.583026768,0.72878346,273.6712033,353.0175025,1.619720083,2.651841728,286.9146493,23.05211482,311674.7405,0.678767924,0.002299957,0.386541233,Jan-20,ACR-228,Mahana,Acropora,Low,Mahana Low,6.613989437,13.44,7184761.905,1086297.759,534580.4989,5.645302837,2.778123016,9.242615305,4.548404762,0.286914649,0.492112309,0.028083381,0.016373363,5.20E-06,8.51E-06,0.555555556,7.326527778,1.37E-05
40,ACR-228,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-228,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,ACR-228,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-228,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,ACR-228,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-228,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,ACR-234,0.107163133,timepoint1,0.668959991,1.300755538,247.7118585,312.9865588,1.76292224,2.015917127,515.1288444,25.83114122,624913.2426,0.830871307,0.002188781,0.523847812,Jan-20,ACR-234,Mahana,Acropora,Low,Mahana Low,13.30636593,17.28,16142222.22,1213120.27,934156.3786,3.422293779,2.635317901,3.913423115,3.013509259,0.515128844,0.770044325,0.082520362,0.055202821,2.82E-06,3.23E-06,0.660377358,5.64882716,6.05E-06
44,ACR-234,NA,timepoint4,0.898298503,0.622462278,57.02351161,110.7576017,0.756318519,0.337359908,325.8396104,NA,187687.9722,0.885795825,0.00223997,0.325491307,Nov-20,ACR-234,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32583961,NA,NA,NA,NA,NA,0.409309791,NA,NA
45,ACR-234,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-234,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,ACR-234,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-234,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,ACR-237,0.083438633,timepoint1,0.980726761,1.035211581,202.9497955,257.771237,1.259724455,0.442258733,506.2604106,21.10679633,1024920.004,2.198087477,0.004169762,0.786989876,Jan-20,ACR-237,Mahana,Acropora,Low,Mahana Low,10.68553538,20.7,21632777.78,2024491.709,1045061.728,2.488293432,1.284480556,0.873579532,0.45095,0.506260411,0.516209439,0.04307181,0.042241677,1.23E-06,4.32E-07,0.513513514,1.735430556,1.66E-06
48,ACR-237,-0.027044458,timepoint2,1.035906164,1.12350117,123.5876677,162.3478233,1.837320495,0.317592834,420.3023411,NA,966718.8034,1.470029836,0.003249862,0.43422177,Mar-20,ACR-237,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420302341,NA,NA,NA,NA,NA,0.520282187,NA,NA
49,ACR-237,0.21150899,timepoint3,0.974972048,1.337201246,109.2690895,146.9409261,0.937794468,0.293801733,471.4361369,NA,200862.2969,0.860248028,0.001585189,0.380309036,Sep-20,ACR-237,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471436137,NA,NA,NA,NA,NA,0.578330893,NA,NA
50,ACR-237,NA,timepoint4,1.590088417,0.88919418,95.06590017,178.0038891,1.178074191,0.366525841,475.6813759,NA,226947.9264,1.190618203,0.003658288,0.571610868,Nov-20,ACR-237,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475681376,NA,NA,NA,NA,NA,0.358649789,NA,NA
51,ACR-243,0.1439972,timepoint1,1.226716249,1.533395311,351.0384848,435.2610741,2.092593345,2.0992267,613.6324768,22.00997992,626846.3239,1.440175123,0.001505888,0.565045913,Jan-20,ACR-243,Mahana,Acropora,Low,Mahana Low,13.50603849,27,13796875,1021533.813,510995.3704,3.410173719,1.705849537,3.420983698,1.711256944,0.613632477,0.500223648,0.072030805,0.088361358,3.34E-06,3.35E-06,0.555555556,3.417106481,6.69E-06
52,ACR-243,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-243,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,ACR-243,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-243,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,ACR-243,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-243,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,ACR-244,0.145208032,timepoint1,1.392815939,1.320773735,482.7983328,600.8845101,2.796057986,3.685439003,617.1414652,13.3255224,906245.1821,1.123817654,0.003333594,0.607528247,Jan-20,ACR-244,Mahana,Acropora,Low,Mahana Low,8.22373242,18.56,12076190.48,1468456.153,650656.8144,4.530659733,2.007485632,5.971789632,2.646034483,0.617141465,0.443089031,0.064340086,0.089613898,3.09E-06,4.07E-06,0.486725664,4.653520115,7.15E-06
56,ACR-244,0.061233464,timepoint2,0.683104181,0.731897337,50.67169227,71.45147749,1.487607766,0.194434627,385.795114,NA,682087.6567,1.117561754,0.001464891,0.5216928,Mar-20,ACR-244,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385795114,NA,NA,NA,NA,NA,0.517241379,NA,NA
57,ACR-244,0.265901995,timepoint3,0.691685343,0.888294532,53.24924344,79.31746378,0.986819424,0.883952549,349.6788349,NA,168710.1616,0.841619893,0.001247362,0.389022803,Sep-20,ACR-244,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349678835,NA,NA,NA,NA,NA,0.562218891,NA,NA
58,ACR-244,0.966693335,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-244,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,ACR-256,0.173008573,timepoint1,1.300615731,1.225217718,183.7072597,230.8291331,1.960543127,1.793115555,554.0339956,26.52589782,1016825.987,1.421912213,0.003096048,0.649251325,Jan-20,ACR-256,Mahana,Acropora,Low,Mahana Low,14.69624916,34.5,26972222.22,1835313.347,781803.5427,3.538669365,1.507396135,3.236472075,1.378666667,0.554033996,0.425978236,0.073697887,0.095852631,1.93E-06,1.76E-06,0.485074627,2.886062802,3.69E-06
60,ACR-256,NA,timepoint4,1.295791144,0.544821276,81.74321734,151.2893097,0.640397653,0.327131309,345.4650932,NA,196086.5765,0.441450994,0.001067589,0.187579836,Nov-20,ACR-256,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345465093,NA,NA,NA,NA,NA,0.296,NA,NA
61,ACR-256,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-256,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,ACR-256,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-256,Mahana,Acropora,Low,Mahana Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,ACR-343,0.115848259,timepoint1,1.10615356,0.910553235,281.6644674,351.3319072,0.898233787,0.358515161,423.3487061,29.65230253,826242.7505,0.919653995,0.003523642,0.504778473,Jan-20,ACR-343,Hilton,Acropora,Medium,Hilton Medium,12.55326391,32.8,24500000,1951683.656,746951.2195,2.121735048,0.812033537,0.846855454,0.324109756,0.423348706,0.382721461,0.044337615,0.049044211,1.09E-06,4.34E-07,0.451505017,1.136143293,1.52E-06
64,ACR-343,-0.082881845,timepoint2,1.012978805,0.590904303,89.37788264,124.5672315,1.192664362,0.265805638,345.2380589,NA,706834.0995,1.220702414,0.003612023,0.473341627,Mar-20,ACR-343,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345238059,NA,NA,NA,NA,NA,0.368421053,NA,NA
65,ACR-343,0.252839658,timepoint3,0.944750169,0.898177977,115.4020885,149.0086769,1.015486674,0.464577569,367.6980567,NA,308263.5526,0.599577696,0.002771326,0.330156463,Sep-20,ACR-343,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367698057,NA,NA,NA,NA,NA,0.487364621,NA,NA
66,ACR-343,0.191469972,timepoint4,0.693497777,0.735195428,78.81075528,101.3845468,0.670919596,0.264874453,252.5450782,NA,196539.806,0.739905939,0.002315523,0.232428594,Nov-20,ACR-343,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252545078,NA,NA,NA,NA,NA,0.514592934,NA,NA
67,ACR-350,0.109845287,timepoint1,0.580844103,0.681236911,60.58537228,80.07697339,0.500208062,0.132755147,354.0408224,47.41375503,263531.1207,0.647437599,0.002196204,0.333610959,Jan-20,ACR-350,Hilton,Acropora,Medium,Hilton Medium,16.78640482,27.54,12495000,744352.3572,453703.7037,1.412854196,0.861174383,0.374971298,0.228555556,0.354040822,0.609528135,0.066953793,0.038889716,1.90E-06,5.04E-07,0.539772727,1.089729938,2.40E-06
68,ACR-350,0.131750013,timepoint2,0.714437919,0.366787324,88.20978606,119.7328338,0.733485344,0.195826158,211.6259115,NA,334538.3904,0.923078844,0.00257978,0.355393271,Mar-20,ACR-350,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211625911,NA,NA,NA,NA,NA,0.339233038,NA,NA
69,ACR-350,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-350,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,ACR-350,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-350,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,ACR-351,0.106675172,timepoint1,0.820220355,0.489336007,167.8748729,214.0169282,1.141721102,0.345359373,280.0172312,21.45764842,424609.0221,0.549528013,0.0016981,0.328745937,Jan-20,ACR-351,Hilton,Acropora,Medium,Hilton Medium,6.008511299,17.6,9111111.111,1516367.476,517676.7677,4.077324445,1.39196875,1.233350431,0.421056818,0.280017231,0.341392687,0.036418124,0.029870886,2.69E-06,8.13E-07,0.37366548,1.813025568,3.50E-06
72,ACR-351,0.106675172,timepoint1,0.820220355,0.489336007,167.8748729,214.0169282,0.763263974,0.252539323,280.0172312,21.45764842,424609.0221,0.549528013,0.0016981,0.328745937,Jan-20,ACR-351,Hilton,Acropora,Medium,Hilton Medium,6.008511299,17.6,9111111.111,1516367.476,517676.7677,2.725775019,0.930559659,0.901870652,0.307892045,0.280017231,0.341392687,0.036418124,0.029870886,1.80E-06,5.95E-07,0.37366548,1.238451705,2.39E-06
73,ACR-351,-0.180707724,timepoint2,0.679487402,0.366390266,101.3951136,135.5569966,1.303806423,0.31132514,238.5896409,NA,528490.2019,0.990515803,0.001496039,0.221775221,Mar-20,ACR-351,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238589641,NA,NA,NA,NA,NA,0.350318471,NA,NA
74,ACR-351,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-351,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
