Date,Sample.ID,Fragment.ID,Chamber.Channel,Position,Run,Species,Sample.Type,Chamber.Vol.L,Surf.Area.cm2,Start time,Stop Time,Light_Dark,Light_Level,Light_Value,Notes,QC
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,14:32,14:42,Light,5,115.3333333,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,14:44,14:54,Light,6,165.5,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,14:44,14:54,Light,6,165.5,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,14:44,14:54,Light,6,165.5,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,14:44,14:54,Light,6,165.5,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,14:44,14:54,Light,6,165.5,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,14:44,14:54,Light,6,165.5,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,15:00,15:11,Light,7,315,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,15:00,15:11,Light,7,315,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,15:00,15:11,Light,7,315,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,15:00,15:11,Light,7,315,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,15:00,15:11,Light,7,315,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,15:00,15:11,Light,7,315,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,15:13,15:24,Light,8,493.5,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,15:13,15:24,Light,8,493.5,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,15:13,15:24,Light,8,493.5,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,15:13,15:24,Light,8,493.5,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,15:13,15:24,Light,8,493.5,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,15:13,15:24,Light,8,493.5,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,15:26,15:36,Light,9,677,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,15:26,15:36,Light,9,677,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,15:26,15:36,Light,9,677,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,15:26,15:36,Light,9,677,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,15:26,15:36,Light,9,677,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,15:26,15:36,Light,9,677,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,15:38,15:46,Light,10,815.5,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,15:38,15:46,Light,10,815.5,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,15:38,15:46,Light,10,815.5,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,15:38,15:46,Light,10,815.5,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,15:38,15:46,Light,10,815.5,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,15:38,15:46,Light,10,815.5,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,15:49,15:56,Light,11,1072.833333,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,15:49,15:56,Light,11,1072.833333,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,15:49,15:56,Light,11,1072.833333,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,15:49,15:56,Light,11,1072.833333,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,15:49,15:56,Light,11,1072.833333,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,15:49,15:56,Light,11,1072.833333,,
20191025,1-ACR-3,1-ACR-3,1,7,2,Apulchra,Coral,0.616,15,15:58,16:05,Light,12,1286.666667,,
20191025,1-POC-3,1-POC-3,2,8,2,Pocillopora,Coral,0.608,15,15:58,16:05,Light,12,1286.666667,,
20191025,2-ACR-2,2-ACR-2,3,9,2,Apulchra,Coral,0.61,15,15:58,16:05,Light,12,1286.666667,,
20191025,BLANK2,BLANK2,4,10,2,Blank,Blank,0.62,15,15:58,16:05,Light,12,1286.666667,,
20191025,2-POC-3,2-POC-3,5,11,2,Pocillopora,Coral,0.59,15,15:58,16:05,Light,12,1286.666667,,
20191025,2-ACR-3,2-ACR-3,6,12,2,Apulchra,Coral,0.605,15,15:58,16:05,Light,12,1286.666667,,
