ï..Date,Sample.ID,Chamber.Channel,Position,Run,Site,Species,Sample.Type,Chamber.Vol.L,Surf.Area.cm2,Start.time,Stop.Time,Light_Dark,Light_Level,Light_Value,Notes,QC,Date
20191024,1-ACR-2,2,12,Run1,Site1,Acropora,Coral,0.61,22.79,18:05,18:13,Light,10,886,NA,NA,20191024
20191024,1-ACR-1,8,8,Run1,Site1,Acropora,Coral,0.616,23.65,18:15,18:26,Light,11,1125,NA,NA,20191024
20191024,1-ACR-2,2,12,Run1,Site1,Acropora,Coral,0.61,22.79,18:15,18:26,Light,11,1125,NA,NA,20191024
20191024,1-ACR-1,8,8,Run1,Site1,Acropora,Coral,0.616,23.65,18:24,18:31,Light,12,1027,NA,NA,20191024
20191024,1-ACR-2,2,12,Run1,Site1,Acropora,Coral,0.61,22.79,18:24,18:31,Light,12,1027,NA,NA,20191024
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,10:28,10:39,Light,1,0,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,10:28,10:39,Light,1,0,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,10:41,10:49,Light,2,25,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,10:41,10:49,Light,2,25,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,10:51,10:59,Light,3,42.83333333,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,10:51,10:59,Light,3,42.83333333,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,11:00,11:09,Light,4,67.83333333,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,11:00,11:09,Light,4,67.83333333,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,11:11,11:24,Light,5,115.3333333,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,11:11,11:24,Light,5,115.3333333,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,11:26,11:47,Light,6,165.5,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,11:26,11:47,Light,6,165.5,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,11:49,12:01,Light,7,315,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,11:49,12:01,Light,7,315,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,12:03,12:10,Light,8,493.5,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,12:03,12:10,Light,8,493.5,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,12:12,12:19,Light,9,677,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,12:12,12:19,Light,9,677,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,12:21,12:31,Light,10,815.5,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,12:21,12:31,Light,10,815.5,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,12:33,13:41,Light,11,1072.833333,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,12:33,13:41,Light,11,1072.833333,NA,NA,20191025
20191025,1-BLK-1,3,9,Run1,NA,Blank,Blank,0.622,NA,12:43,12:49,Light,12,1286.666667,NA,NA,20191025
20191025,2-ACR-1,6,12,Run1,Site2,Acropora,Coral,0.6,28.69,12:43,12:49,Light,12,1286.666667,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,13:38,13:46,Dark,1,0,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,13:38,13:46,Dark,1,0,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,13:38,13:46,Dark,1,0,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,13:38,13:46,Dark,1,0,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,13:48,13:54,Light,2,25,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,13:48,13:54,Light,2,25,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,13:48,13:54,Light,2,25,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,13:48,13:54,Light,2,25,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,13:56,14:12,Light,3,42.83333333,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,13:56,14:12,Light,3,42.83333333,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,13:56,14:12,Light,3,42.83333333,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,13:56,14:12,Light,3,42.83333333,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,14:14,14:30,Light,4,67.83333333,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,14:14,14:30,Light,4,67.83333333,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,14:14,14:30,Light,4,67.83333333,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,14:14,14:30,Light,4,67.83333333,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,14:32,14:42,Light,5,115.3333333,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,14:32,14:42,Light,5,115.3333333,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,14:32,14:42,Light,5,115.3333333,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,14:32,14:42,Light,5,115.3333333,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,14:44,14:54,Light,6,165.5,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,14:44,14:54,Light,6,165.5,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,14:44,14:54,Light,6,165.5,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,14:44,14:54,Light,6,165.5,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,15:00,15:11,Light,7,315,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,15:00,15:11,Light,7,315,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,15:00,15:11,Light,7,315,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,15:00,15:11,Light,7,315,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,15:13,15:24,Light,8,493.5,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,15:13,15:24,Light,8,493.5,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,15:13,15:24,Light,8,493.5,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,15:13,15:24,Light,8,493.5,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,15:26,15:36,Light,9,677,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,15:26,15:36,Light,9,677,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,15:26,15:36,Light,9,677,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,15:26,15:36,Light,9,677,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,15:38,15:46,Light,10,815.5,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,15:38,15:46,Light,10,815.5,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,15:38,15:46,Light,10,815.5,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,15:38,15:46,Light,10,815.5,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,15:49,15:56,Light,11,1072.833333,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,15:49,15:56,Light,11,1072.833333,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,15:49,15:56,Light,11,1072.833333,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,15:49,15:56,Light,11,1072.833333,NA,NA,20191025
20191025,1-ACR-3,1,7,Run2,Site1,Acropora,Coral,0.616,36.82,15:58,16:05,Light,12,1286.666667,NA,NA,20191025
20191025,2-ACR-2,3,9,Run2,Site2,Acropora,Coral,0.61,43.7,15:58,16:05,Light,12,1286.666667,NA,NA,20191025
20191025,1-BLK-2,4,10,Run2,NA,Blank,Blank,0.62,NA,15:58,16:05,Light,12,1286.666667,NA,NA,20191025
20191025,2-ACR-3,6,12,Run2,Site2,Acropora,Coral,0.605,36.95,15:58,16:05,Light,12,1286.666667,NA,NA,20191025
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,8:12,8:20,Dark,1,0,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,8:12,8:20,Dark,1,0,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,8:12,8:20,Dark,1,0,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,8:12,8:20,Dark,1,0,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,8:12,8:20,Dark,1,0,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,8:21,8:32,Light,2,27,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,8:21,8:32,Light,2,27,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,8:21,8:32,Light,2,27,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,8:21,8:32,Light,2,27,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,8:21,8:32,Light,2,27,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,8:34,8:45,Light,3,47.5,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,8:34,8:45,Light,3,47.5,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,8:34,8:45,Light,3,47.5,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,8:34,8:45,Light,3,47.5,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,8:34,8:45,Light,3,47.5,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,8:47,8:55,Light,4,73.8,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,8:47,8:55,Light,4,73.8,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,8:47,8:55,Light,4,73.8,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,8:47,8:55,Light,4,73.8,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,8:47,8:55,Light,4,73.8,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,8:57,9:10,Light,5,125.3,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,8:57,9:10,Light,5,125.3,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,8:57,9:10,Light,5,125.3,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,8:57,9:10,Light,5,125.3,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,8:57,9:10,Light,5,125.3,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,9:12,9:21,Light,6,179.7,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,9:12,9:21,Light,6,179.7,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,9:12,9:21,Light,6,179.7,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,9:12,9:21,Light,6,179.7,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,9:12,9:21,Light,6,179.7,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,9:23,9:32,Light,7,341.5,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,9:23,9:32,Light,7,341.5,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,9:23,9:32,Light,7,341.5,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,9:23,9:32,Light,7,341.5,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,9:23,9:32,Light,7,341.5,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,9:34,9:43,Light,8,538.8,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,9:34,9:43,Light,8,538.8,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,9:34,9:43,Light,8,538.8,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,9:34,9:43,Light,8,538.8,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,9:34,9:43,Light,8,538.8,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,9:47,9:56,Light,9,688.5,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,9:47,9:56,Light,9,688.5,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,9:47,9:56,Light,9,688.5,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,9:47,9:56,Light,9,688.5,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,9:47,9:56,Light,9,688.5,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,9:58,10:08,Light,10,929.7,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,9:58,10:08,Light,10,929.7,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,9:58,10:08,Light,10,929.7,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,9:58,10:08,Light,10,929.7,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,9:58,10:08,Light,10,929.7,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,10:10,10:21,Light,11,1160.5,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,10:10,10:21,Light,11,1160.5,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,10:10,10:21,Light,11,1160.5,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,10:10,10:21,Light,11,1160.5,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,10:10,10:21,Light,11,1160.5,NA,NA,20191029
20191029,Apul-218,4,1,Run1,Nursery,Acropora,Coral,0.61,28.08507061,10:23,10:35,Light,12,1286,NA,NA,20191029
20191029,Apul-237,5,2,Run1,Nursery,Acropora,Coral,0.616,35.78640228,10:23,10:35,Light,12,1286,NA,NA,20191029
20191029,Apul-227,8,5,Run1,Nursery,Acropora,Coral,0.602,18.53369837,10:23,10:35,Light,12,1286,NA,NA,20191029
20191029,BLANK1,9,6,Run1,NA,Blank,Blank,0.62,NA,10:23,10:35,Light,12,1286,NA,NA,20191029
20191029,Apul-234,10,7,Run1,Nursery,Acropora,Coral,0.604,45.50987132,10:23,10:35,Light,12,1286,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,11:28,11:41,Dark,1,0,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,11:28,11:41,Dark,1,0,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,11:28,11:41,Dark,1,0,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,11:28,11:41,Dark,1,0,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,11:28,11:41,Dark,1,0,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,11:28,11:41,Dark,1,0,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,11:43,11:52,Light,2,27,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,11:43,11:52,Light,2,27,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,11:43,11:52,Light,2,27,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,11:43,11:52,Light,2,27,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,11:43,11:52,Light,2,27,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,11:43,11:52,Light,2,27,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,11:54,12:03,Light,3,47.5,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,11:54,12:03,Light,3,47.5,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,11:54,12:03,Light,3,47.5,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,11:54,12:03,Light,3,47.5,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,11:54,12:03,Light,3,47.5,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,11:54,12:03,Light,3,47.5,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,12:05,12:12,Light,4,73.8,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,12:05,12:12,Light,4,73.8,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,12:05,12:12,Light,4,73.8,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,12:05,12:12,Light,4,73.8,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,12:05,12:12,Light,4,73.8,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,12:05,12:12,Light,4,73.8,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,12:15,12:25,Light,5,125.3,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,12:15,12:25,Light,5,125.3,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,12:15,12:25,Light,5,125.3,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,12:15,12:25,Light,5,125.3,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,12:15,12:25,Light,5,125.3,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,12:15,12:25,Light,5,125.3,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,12:27,12:36,Light,6,179.7,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,12:27,12:36,Light,6,179.7,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,12:27,12:36,Light,6,179.7,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,12:27,12:36,Light,6,179.7,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,12:27,12:36,Light,6,179.7,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,12:27,12:36,Light,6,179.7,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,12:38,12:48,Light,7,341.5,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,12:38,12:48,Light,7,341.5,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,12:38,12:48,Light,7,341.5,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,12:38,12:48,Light,7,341.5,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,12:38,12:48,Light,7,341.5,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,12:38,12:48,Light,7,341.5,NA,NA,20191029
20191029,Apul-247,4,1,Run2,Nursery,Acropora,Coral,0.618,57.47059872,12:50,13:00,Light,8,538.8,NA,NA,20191029
20191029,Apul-267,5,2,Run2,Nursery,Acropora,Coral,0.612,86.51193323,12:50,13:00,Light,8,538.8,NA,NA,20191029
20191029,Apul-246,7,5,Run2,Nursery,Acropora,Coral,0.612,41.55164499,12:50,13:00,Light,8,538.8,NA,NA,20191029
20191029,Apul-231,8,6,Run2,Nursery,Acropora,Coral,0.61,38.88414463,12:50,13:00,Light,8,538.8,NA,NA,20191029
20191029,Apul-243,9,7,Run2,Nursery,Acropora,Coral,0.608,37.07712826,12:50,13:00,Light,8,538.8,NA,NA,20191029
20191029,Apul-244,10,8,Run2,Nursery,Acropora,Coral,0.602,36.43176527,12:50,13:00,Light,8,538.8,NA,NA,20191029
